Epoch	Test Loss	Landmark Error
446	0.043584	0.396096
447	0.043928	0.396229
448	0.044055	0.395395
449	0.044699	0.401211
450	0.044468	0.401083
451	0.046692	0.398200
452	0.043133	0.392098
453	0.043093	0.391937
454	0.043880	0.396803
455	0.043478	0.394931
456	0.043091	0.389672
457	0.044041	0.399342
458	0.043852	0.396379
459	0.043181	0.390876
460	0.043274	0.392975
461	0.043215	0.392578
462	0.042677	0.389606
463	0.043695	0.395430
464	0.043437	0.394269
465	0.043073	0.389557
466	0.042844	0.391770
467	0.042669	0.388433
468	0.042717	0.389023
469	0.042349	0.387136
470	0.042917	0.391281
471	0.042636	0.388112
472	0.042143	0.383572
473	0.042859	0.388959
474	0.042981	0.391657
475	0.042762	0.391277
476	0.042922	0.391310
477	0.043072	0.391648
478	0.042703	0.390020
479	0.043553	0.396969
480	0.042787	0.388197
481	0.042994	0.388924
482	0.042625	0.388896
483	0.043561	0.392473
484	0.043083	0.390373
485	0.043256	0.392086
486	0.044082	0.397981
487	0.042605	0.389860
488	0.042863	0.388610
489	0.042889	0.391021
490	0.042605	0.388816
491	0.042929	0.389104
492	0.042775	0.388667
473	0.121981	0.393333
474	0.120249	0.388249
473	0.116525	0.375810
474	0.118555	0.382142
475	0.117016	0.377683
476	0.118460	0.381890
477	0.118144	0.380608
478	0.117884	0.379675
479	0.118111	0.379929
480	0.117080	0.376873
481	0.118273	0.381205
482	0.118593	0.381492
483	0.119027	0.383885
484	0.121645	0.390522
485	0.116647	0.376705
486	0.119140	0.384007
487	0.117907	0.380575
488	0.116453	0.375959
489	0.116083	0.373597
490	0.119460	0.384872
491	0.116286	0.375413
492	0.117118	0.373215
493	0.117236	0.378493
494	0.116509	0.374149
495	0.118049	0.379815
496	0.118154	0.379560
497	0.116482	0.373782
498	0.119300	0.383170
499	0.116356	0.374649
500	0.117577	0.378660
501	0.115887	0.374223
502	0.116181	0.375242
503	0.115684	0.373784
504	0.116057	0.374935
505	0.117890	0.380483
506	0.116141	0.374212
507	0.116373	0.375151
508	0.119320	0.384891
509	0.117242	0.378605
510	0.116214	0.375115
511	0.119678	0.385225
512	0.119526	0.384792
