Epoch	Test Loss	Landmark Error
1	0.004064	18.448213
2	0.003216	18.423414
3	0.002912	18.192833
4	0.001873	18.624008
5	0.002017	18.628656
6	0.001783	18.466764
7	0.001172	17.972603
8	0.001457	17.847634
9	0.004030	18.069833
10	0.000960	17.935352
11	0.000990	17.875691
12	0.000734	17.832795
13	0.000402	17.847411
