Epoch	Test Loss	Landmark Error
92	0.016529	0.797315
93	0.015191	0.788880
94	0.017642	0.778320
95	0.013482	0.770530
96	0.016187	0.794718
97	0.012371	0.742722
98	0.014909	0.754899
99	0.012442	0.755981
100	0.013375	0.740074
101	0.011932	0.737679
102	0.020812	0.737266
103	0.014623	0.746766
104	0.019716	0.733653
105	0.015439	0.743670
106	0.017031	0.729454
107	0.014162	0.715749
108	0.012735	0.705084
109	0.011216	0.705823
110	0.014336	0.698788
111	0.015277	0.715864
112	0.016054	0.711001
113	0.014583	0.715702
114	0.024399	0.697987
115	0.020265	0.694128
116	0.016236	0.711253
117	0.015415	0.693721
118	0.014235	0.689834
119	0.018660	0.678211
120	0.015184	0.690097
121	0.016518	0.673713
122	0.017780	0.704863
123	0.014931	0.704250
124	0.013424	0.685456
125	0.014862	0.664727
126	0.014639	0.672606
127	0.036224	0.692046
128	0.016335	0.666754
129	0.014600	0.667174
130	0.012534	0.634912
131	0.016072	0.669960
132	0.011967	0.662350
133	0.012888	0.649555
134	0.014182	0.647036
135	0.011588	0.659296
136	0.020494	0.650669
137	0.021960	0.720183
138	0.012995	0.641106
139	0.014497	0.661888
140	0.013700	0.636178
141	0.020922	0.647434
142	0.018087	0.632696
143	0.013465	0.660606
144	0.011303	0.605352
145	0.019549	0.638608
146	0.025035	0.659412
147	0.013368	0.618851
148	0.011691	0.613136
149	0.019731	0.642721
150	0.013316	0.619385
151	0.024086	0.647843
152	0.017706	0.607323
153	0.021562	0.640626
154	0.014675	0.602923
155	0.011077	0.598574
156	0.009802	0.579578
157	0.013159	0.606769
158	0.012982	0.594463
159	0.010138	0.589972
160	0.012486	0.609520
161	0.012508	0.588728
162	0.013318	0.582136
163	0.016368	0.593669
164	0.011689	0.576805
165	0.012899	0.577257
166	0.012446	0.562058
167	0.013377	0.586445
168	0.010743	0.602605
169	0.010929	0.566436
170	0.011296	0.577077
171	0.013061	0.603103
172	0.037355	0.626715
173	0.009679	0.565634
174	0.015587	0.565165
175	0.012976	0.563141
176	0.012180	0.587466
177	0.010583	0.560932
178	0.020727	0.606297
179	0.043727	0.722904
180	0.016212	0.576960
181	0.009741	0.548349
182	0.010251	0.568868
183	0.013945	0.583347
184	0.015795	0.563047
185	0.013041	0.551113
186	0.019932	0.586357
187	0.011354	0.562230
188	0.011347	0.539056
189	0.010030	0.542816
190	0.029548	0.586565
191	0.009980	0.546412
192	0.012724	0.543779
193	0.013365	0.583958
194	0.019573	0.546251
195	0.008945	0.529276
196	0.011009	0.526542
197	0.009319	0.537601
198	0.016154	0.547910
199	0.014905	0.531479
200	0.010633	0.535711
201	0.008222	0.519831
202	0.030271	0.579029
203	0.013973	0.538103
204	0.009907	0.535916
205	0.015261	0.558675
206	0.012929	0.546562
207	0.010020	0.516561
208	0.014562	0.520381
209	0.008916	0.514174
210	0.012919	0.517629
211	0.015339	0.527577
212	0.010624	0.513802
213	0.023003	0.551511
214	0.008696	0.520240
215	0.009174	0.516456
216	0.010357	0.515838
217	0.011994	0.514429
218	0.010519	0.548098
219	0.011073	0.545017
220	0.010487	0.513346
221	0.013886	0.504585
222	0.010375	0.496343
223	0.011724	0.497167
224	0.011469	0.509764
225	0.008468	0.497025
226	0.010623	0.503653
227	0.008914	0.495728
228	0.008618	0.502418
229	0.008293	0.499623
230	0.023182	0.628524
231	0.012601	0.527650
232	0.009099	0.514352
233	0.018863	0.538457
234	0.011958	0.549949
235	0.009205	0.512759
236	0.011061	0.509161
237	0.007923	0.503060
238	0.011578	0.530515
239	0.021488	0.591113
240	0.025096	0.607146
241	0.010794	0.507114
242	0.012746	0.509679
243	0.008304	0.505151
244	0.020263	0.525577
245	0.008967	0.497678
246	0.011614	0.511210
247	0.008135	0.493539
248	0.012133	0.498856
249	0.008520	0.495201
250	0.006959	0.492335
